Revenue,IDX
111.5987,897
104.4959,898
136.9408,899
114.3701,900
117.3893,901
111.1235,902
129.4394,903
107.6932,904
115.681,905
97.7191,906
136.6103,907
123.4705,908
99.2615,909
124.7464,910
109.8193,911
112.0395,912
120.5441,913
87.1013,914
114.6576,915
115.864,916
90.7411,917
118.9421,918
91.9604,919
86.0626,920
107.8378,921
111.0024,922
126.1838,923
103.8563,924
136.2166,925
108.920275,926
124.8265,927
130.1626,928
125.9844,929
129.5629,930
111.1681,931
109.7186,932
124.2928,933
102.8599,934
106.1895,935
109.9575,936
136.6035,937
110.4333,938
112.4769,939
131.3271,940
109.8298,941
108.6522,942
121.188,943
134.3377,944
134.4342,945
92.2615,946
111.0705,947
134.2485,948
111.0018,949
135.0272,950
95.7362,951
117.1741,952
127.0143,953
62.1657,954
111.1763,955
108.7919,956
114.3398,957
108.7744,958
61.2898,959
130.314,960
115.5001,961
127.5872,962
119.4345,963
114.5275,964
102.7249,965
132.7035,966
109.6573,967
123.8521,968
112.0322,969
122.7483,970
122.9687,971
114.3153,972
111.4718,973
110.4439,974
107.271,975
117.7022,976
105.083866667,977
107.1658,978
119.6915,979
122.3438,980
101.0101,981
112.3422,982
127.8729,983
116.562,984
126.6482,985
108.849449762,986
116.1232,987
112.4622,988
125.2378,989
118.0444,990
111.982676667,991
119.6167,992
101.2719,993
83.9906,994
121.3826,995
116.1213,996
131.6629,997
116.2764,998
124.0768,999
122.8365,1000
132.1605,1001
137.6029,1002
124.4116,1003
64.4469,1004
123.0373,1005
115.5749,1006
126.1293,1007
124.5729,1008
109.1298,1009
105.0462,1010
115.6068,1011
115.8984,1012
127.0527,1013
125.9992,1014
135.3321,1015
111.965,1016
113.487,1017
35.3677,1018
108.64095,1019
128.2541,1020
130.3165,1021
120.2445,1022
109.0834,1023
118.3929,1024
126.781,1025
103.783,1026
126.3483,1027
130.303,1028
116.8609,1029
116.2342,1030
90.2372,1031
107.4817,1032
136.193,1033
116.4745,1034
139.1014,1035
127.9262,1036
106.8152,1037
129.5676,1038
114.2037,1039
117.1263,1040
114.759,1041
128.8516,1042
72.4107,1043
121.1796,1044
118.3119,1045
119.1822,1046
138.7501,1047
120.4284,1048
110.1041,1049
108.6189,1050
110.3371,1051
108.8578,1052
137.5998,1053
94.2641,1054
125.2892,1055
128.991,1056
45.0855,1057
109.5888,1058
96.4089,1059
111.7178,1060
107.5185,1061
119.0779,1062
111.7185,1063
120.8768,1064
130.3728,1065
120.9007,1066
103.7342,1067
117.1862,1068
109.2254,1069
79.6458,1070
101.4042,1071
98.987,1072
97.349,1073
129.0732,1074
132.7949,1075
103.1426,1076
114.3065,1077
121.8617,1078
129.8437,1079
126.2841,1080
108.849449762,1081
126.2715,1082
111.464,1083
106.0148,1084
135.7184,1085
85.7112,1086
98.5333,1087
94.7079,1088
126.4062,1089
97.55,1090
133.7647,1091
134.5184,1092
111.9222,1093
117.1192,1094
116.0264,1095
114.7395,1096
120.5258,1097
111.326866667,1098
133.3828,1099
119.0583,1100
110.81925,1101
107.6119,1102
93.2354,1103
110.5088,1104
110.7707,1105
91.5593,1106
117.3342,1107
130.7305,1108
86.1033,1109
120.2952,1110
130.4958,1111
133.8777,1112
97.9976,1113
109.3952,1114
117.8932,1115
107.9821,1116
100.8561,1117
101.3234,1118
101.892,1119
86.8573,1120
107.992,1121
114.4341,1122
112.317,1123
124.6404,1124
108.629975,1125
110.0447,1126
102.8756,1127
133.1598,1128
44.5404,1129
69.9166,1130
66.8197,1131
109.1691,1132
103.4176,1133
113.5075,1134
108.5025,1135
94.4309,1136
85.3232,1137
81.0816,1138
40.8441,1139
112.7009,1140
41.9006,1141
111.915,1142
122.5732,1143
114.3637,1144
69.8722,1145
132.433,1146
132.5979,1147
103.172,1148
125.562,1149
116.1993,1150
104.5084,1151
125.0554,1152
43.3362,1153
123.0564,1154
104.2323,1155
111.6352,1156
102.8877,1157
106.3438,1158
120.4402,1159
73.0149,1160
113.0633,1161
111.4104,1162
132.777,1163
102.87,1164
114.708,1165
33.2267,1166
130.876,1167
131.8135,1168
119.9866,1169
109.383755,1170
106.65,1171
104.5806,1172
118.8443,1173
106.96475,1174
96.3099,1175
111.5152,1176
117.2997,1177
102.5232,1178
120.2498,1179
89.9271,1180
103.4826,1181
86.418,1182
109.6495,1183
112.2544,1184
85.5452,1185
106.2383,1186
88.1955,1187
111.41255,1188
97.2629,1189
111.3888,1190
112.459,1191
100.6382,1192
113.5212,1193
115.8793,1194
96.892,1195
121.8496,1196
94.4156,1197
104.9716,1198
132.5381,1199
130.5602,1200
115.2197,1201
124.6298,1202
113.7077,1203
106.0049,1204
127.4228,1205
130.1295,1206
89.7927,1207
119.9295,1208
116.5377,1209
128.6225,1210
116.5925,1211
112.9336,1212
113.0239,1213
78.0149,1214
78.1426,1215
120.5736,1216
46.7532,1217
109.6106,1218
119.5782,1219
129.8955,1220
112.9095,1221
81.3276,1222
101.0611,1223
28.6647,1224
104.0499,1225
129.5792,1226
105.8523,1227
117.183,1228
106.2492,1229
96.2243,1230
116.7292,1231
121.5555,1232
106.2868,1233
42.1513,1234
80.047,1235
111.9271,1236
112.625,1237
123.279,1238
129.2149,1239
113.1873,1240
90.1146,1241
111.79254,1242
122.0622,1243
134.0077,1244
108.7135,1245
133.093,1246
108.6679,1247
112.3699,1248
112.0951,1249
115.3786,1250
87.945,1251
104.2527,1252
133.3403,1253
111.7767,1254
114.7462,1255
126.4205,1256
108.0573,1257
106.2623,1258
100.4148,1259
115.0149,1260
76.195,1261
96.133,1262
115.7721,1263
59.1318,1264
97.2151,1265
94.0589,1266
111.006873333,1267
112.457,1268
92.2516,1269
110.3979,1270
37.8132,1271
97.4572,1272
111.9635,1273
121.4591,1274
114.8645,1275
129.8924,1276
114.5717,1277
135.5628,1278
120.92,1279
110.8291,1280
106.3692,1281
115.8676,1282
84.6249,1283
100.7674,1284
131.5873,1285
108.0883,1286
108.2763,1287
102.9353,1288
104.232,1289
81.1978,1290
108.5604,1291
119.0783,1292
123.0668,1293
108.5409,1294
115.3055,1295
46.9676,1296
94.6366,1297
120.4845,1298
121.9041,1299
79.3747,1300
135.7617,1301
127.8546,1302
137.4995,1303
112.5003,1304
133.1311,1305
122.3547,1306
107.3769,1307
91.0011,1308
116.2684,1309
109.7405,1310
89.7204,1311
132.7371,1312
109.0348,1313
100.8914,1314
90.3049,1315
40.5163,1316
111.1308,1317
85.5207,1318
115.8226,1319
90.8662,1320
105.1942,1321
104.37612,1322
100.0329,1323
120.1344,1324
111.5415,1325
92.5244,1326
74.4736,1327
127.2422,1328
115.755,1329
122.7453,1330
114.7937,1331
113.3391,1332
139.5634,1333
139.4735,1334
120.0534,1335
83.5911,1336
129.3728,1337
135.1659,1338
108.7659,1339
109.1807,1340
100.4962,1341
109.0599,1342
130.1611,1343
128.2504,1344
113.5389,1345
110.82176,1346
108.4406,1347
59.6437,1348
66.5983,1349
94.2293,1350
110.5789,1351
124.7642,1352
100.2068,1353
118.3642,1354
50.5127,1355
95.9138,1356
108.7071,1357
109.8764,1358
127.3748,1359
135.0922,1360
113.3977,1361
119.4649,1362
117.1467,1363
112.0697,1364
103.0216,1365
110.63342,1366
106.7572,1367
113.3845,1368
119.6356,1369
114.2686,1370
123.5112,1371
58.0947,1372
103.2324,1373
129.6897,1374
113.9619,1375
103.9055,1376
124.9563,1377
113.2796,1378
119.2719,1379
94.384,1380
109.051,1381
111.7052,1382
92.3558,1383
106.3998,1384
94.767,1385
107.3218,1386
129.3659,1387
63.0589,1388
106.2698,1389
89.4718,1390
110.430783333,1391
130.7545,1392
113.9656,1393
133.52,1394
110.2556,1395
110.827338333,1396
116.8667,1397
109.99543,1398
103.3473,1399
114.1595,1400
110.113,1401
109.439076667,1402
133.1418,1403
127.4193,1404
131.5386,1405
104.9343,1406
133.7555,1407
113.7503,1408
126.4752,1409
121.7637,1410
102.3506,1411
110.5352775,1412
122.8074,1413
112.3454,1414
90.3114,1415
123.9766,1416
109.0507,1417
110.439875,1418
119.3473,1419
40.7945,1420
113.3079,1421
133.1853,1422
115.1428,1423
111.814966667,1424
102.7969,1425
84.7412,1426
125.2798,1427
117.7912,1428
105.863,1429
118.273,1430
126.9496,1431
113.9152,1432
102.6269,1433
109.0658,1434
116.6503,1435
107.0039,1436
109.2375,1437
124.7062,1438
109.383755,1439
102.4323,1440
105.7359,1441
104.9673,1442
109.6203,1443
102.1843,1444
137.2474,1445
114.9543,1446
107.05285,1447
104.6326,1448
105.1298,1449
110.5031,1450
116.8012,1451
111.0496,1452
120.82,1453
135.7224,1454
106.6633,1455
132.831,1456
119.1674,1457
108.7455,1458
87.577,1459
130.2175,1460
127.3354,1461
95.5671,1462
132.1213,1463
118.5692,1464
101.3273,1465
102.6864,1466
100.8768,1467
108.8976,1468
114.0741,1469
111.8614,1470
110.1723,1471
93.9648,1472
102.2477,1473
114.3952,1474
120.5646,1475
96.9734,1476
106.9926,1477
102.4209,1478
94.4776,1479
130.0594,1480
109.089345833,1481
104.4696,1482
123.3192,1483
86.5642,1484
116.9539,1485
118.2472,1486
111.5155,1487
108.5105,1488
107.1283,1489
134.4933,1490
114.7721,1491
137.8676,1492
111.69475,1493
132.4493,1494
130.4957,1495
97.0046,1496
91.163,1497
117.6163,1498
118.8012,1499
25.8269,1500
92.5497,1501
105.7022,1502
105.666,1503
106.6845,1504
93.964,1505
102.5234,1506
127.019,1507
118.7754,1508
112.8393,1509
117.4967,1510
110.7495,1511
121.0271,1512
91.2781,1513
129.1434,1514
127.0493,1515
89.7236,1516
133.868,1517
130.2115,1518
108.71735,1519
94.7958,1520
102.7774,1521
132.3089,1522
112.3149375,1523
72.6885,1524
109.0208,1525
113.5434,1526
108.9667,1527
108.4833,1528
112.2074,1529
111.6357,1530
116.5781,1531
106.9245,1532
119.1386,1533
106.0634,1534
81.809,1535
133.4301,1536
130.0181,1537
94.1464,1538
96.6909,1539
113.647,1540
105.3609,1541
84.3353,1542
125.151,1543
135.106,1544
132.4975,1545
107.288033333,1546
105.7078,1547
117.2247,1548
33.8268,1549
77.1816,1550
105.5991,1551
129.445,1552
106.6486,1553
110.315239048,1554
46.968,1555
99.5836,1556
108.1837,1557
106.8788,1558
38.5392,1559
122.7811,1560
108.05,1561
102.519,1562
111.6603,1563
110.86885,1564
112.773,1565
133.0953,1566
109.4333,1567
105.6121,1568
108.6242,1569
124.8603,1570
120.6498,1571
96.1844,1572
108.2477,1573
108.8042,1574
109.7879,1575
91.1344,1576
122.0105,1577
124.1036,1578
83.9048,1579
116.0137,1580
110.8663,1581
106.2135,1582
127.8194,1583
109.6716,1584
122.8291,1585
108.1918,1586
113.1808,1587
104.0457,1588
113.6633,1589
109.05312,1590
106.663,1591
119.8761,1592
47.4477,1593
122.9951,1594
114.1979,1595
87.8281,1596
101.2575,1597
104.5323,1598
113.9596,1599
82.0,1600
103.2244,1601
132.9964,1602
131.553,1603
92.1702,1604
112.2154,1605
111.4538,1606
111.5138,1607
106.4458,1608
119.5363,1609
102.301,1610
117.0899,1611
37.5684,1612
75.4823,1613
48.0724,1614
107.185,1615
110.0008,1616
102.2565,1617
93.2671,1618
98.4181,1619
119.6432,1620
91.0469,1621
119.5639,1622
134.6453,1623
104.7749,1624
136.8342,1625
118.2666,1626
83.448,1627
41.9634,1628
103.1345,1629
115.0937,1630
59.8157,1631
117.3022,1632
114.0457,1633
120.5506,1634
113.7036,1635
132.2058,1636
128.7915,1637
111.2644,1638
114.2068,1639
90.778,1640
94.6561,1641
111.4574,1642
23.226,1643
118.773,1644
67.7454,1645
39.5076,1646
137.0515,1647
111.759266667,1648
92.248,1649
131.5988,1650
86.827,1651
124.7251,1652
114.9861,1653
29.0142,1654
112.3868,1655
112.4845,1656
135.7192,1657
108.9783,1658
105.3383,1659
121.8158,1660
134.0692,1661
120.971,1662
132.636,1663
110.7504,1664
104.7036,1665
128.7736,1666
112.2897,1667
134.6247,1668
104.3785,1669
100.1599,1670
99.8907,1671
124.2059,1672
110.5428,1673
104.5327,1674
121.377,1675
108.2956,1676
119.5822,1677
78.4481,1678
99.0928,1679
75.9752,1680
60.3918,1681
106.4184,1682
104.1058,1683
121.5724,1684
133.5528,1685
107.2951,1686
122.9065,1687
110.5348,1688
91.4386,1689
111.3592,1690
134.6981,1691
98.8092,1692
119.0003,1693
100.3955,1694
106.9367,1695
95.1906,1696
110.3515,1697
91.2022,1698
111.5997,1699
135.7225,1700
115.5166,1701
93.05,1702
128.229,1703
133.1764,1704
113.0068,1705
111.4434,1706
42.2526,1707
83.2751,1708
119.3016,1709
108.222,1710
105.959,1711
89.3647,1712
55.4903,1713
119.0124,1714
109.6683,1715
111.2383,1716
127.3957,1717
112.0971,1718
118.704,1719
48.8982,1720
137.7749,1721
109.387895,1722
116.6705,1723
108.6921,1724
86.7945,1725
35.5918,1726
108.1267,1727
33.6318,1728
109.8015,1729
104.6276,1730
126.3596,1731
114.9276,1732
132.599,1733
125.8561,1734
109.3131,1735
124.5675,1736
95.4742,1737
132.4919,1738
106.7794,1739
131.5114,1740
82.8014,1741
130.3393,1742
115.8984,1743
120.5722,1744
108.8531,1745
110.0449,1746
63.3474,1747
48.8371,1748
125.5758,1749
103.0701,1750
111.4672,1751
103.4071,1752
110.9696,1753
108.4865,1754
99.5816,1755
119.9932,1756
94.2357,1757
112.0955,1758
108.6919,1759
109.0477,1760
117.0878,1761
109.4333,1762
105.1066,1763
122.4899,1764
106.1208,1765
98.5587,1766
40.4158,1767
100.6898,1768
78.9665,1769
108.9551,1770
134.593,1771
105.0012,1772
111.2757,1773
104.7614,1774
122.0757,1775
117.6289,1776
121.8294,1777
134.5418,1778
84.6573,1779
111.4420125,1780
110.9114,1781
105.422,1782
105.0716,1783
87.5784,1784
97.0515,1785
114.2964,1786
42.6094,1787
98.7179,1788
109.4333,1789
134.1974,1790
109.4488,1791
112.5421,1792
109.6162,1793
109.63625,1794
70.3879,1795
103.129,1796
121.0389,1797
120.5546,1798
105.6264,1799
119.9819,1800
107.752,1801
114.1354,1802
109.8833,1803
101.4988,1804
114.3211,1805
112.2195,1806
130.5618,1807
101.561,1808
114.1689,1809
99.8046,1810
110.5574,1811
119.0902,1812
107.9687,1813
90.3464,1814
28.0372,1815
91.4877,1816
100.7107,1817
109.583,1818
98.2581,1819
128.2935,1820
100.5769,1821
104.8812,1822
118.9172,1823
88.4413,1824
105.577,1825
104.947,1826
111.5637,1827
108.83665,1828
109.1439,1829
105.0061,1830
124.5264,1831
105.6936,1832
113.751,1833
133.085,1834
111.5437,1835
98.0143,1836
114.7807,1837
130.4265,1838
106.2736,1839
110.28334,1840
126.4426,1841
112.3809,1842
106.6958,1843
109.091,1844
116.7716,1845
113.479,1846
108.0388,1847
65.1468,1848
131.0967,1849
136.4188,1850
108.86,1851
132.3994,1852
134.0107,1853
108.7382,1854
112.5188,1855
113.4423,1856
137.0925,1857
114.9764,1858
113.5842,1859
105.3275,1860
104.9364,1861
137.8185,1862
113.6777,1863
117.7595,1864
113.5096,1865
133.8198,1866
96.7703,1867
115.3706,1868
78.2158,1869
136.1053,1870
115.7307,1871
99.24,1872
117.8757,1873
110.441633333,1874
113.2978,1875
121.9281,1876
73.4277,1877
113.3424,1878
118.2528,1879
102.7789,1880
121.5545,1881
91.0791,1882
83.1243,1883
104.5976,1884
106.265,1885
121.1658,1886
101.6304,1887
136.3757,1888
109.4036,1889
130.9073,1890
126.2018,1891
