IDX,Revenue
293,110.08
294,129.59
295,106.77
296,132.24
297,114.71
298,104.13
299,121.07
300,107.16
301,104.9
302,109.97
303,123.59
304,98.46
305,95.9
306,54.18
307,128.86
308,97.61
309,111.48
310,130.2
311,106.55
312,107.26
313,101.97
314,52.68
315,131.96
316,108.28
317,113.22
318,47.15
319,108.24
320,110.72
321,107.37
322,124.76
323,115.98
324,127.49
325,106.75
326,105.04
327,111.54
328,116.37
329,134.77
330,106.3
331,127.63
332,57.43
333,114.2
334,110.81
335,105.83
336,109.66
337,119.05
338,103.63
339,56.49
340,123.87
341,54.3
342,118.61
343,59.23
344,136.59
345,118.76
346,121.87
347,113.41
348,52.14
349,132.69
350,123.36
351,97.37
352,116.77
353,111.15
354,117.39
355,125.38
356,97.87
357,111.79
358,111.86
359,109.01
360,38.76
361,59.22
362,46.55
363,106.01
364,121.09
365,109.74
366,115.16
367,103.25
368,107.06
369,53.05
370,115.43
371,131.43
372,108.75
373,66.11
374,107.85
375,53.02
376,62
377,101.29
378,103.91
379,108.06
380,104.91
381,109.33
382,108.96
383,106.72
384,100.38
385,121.8
386,102.22
387,121
388,107.36
389,130.1
390,100.06
391,111.56
392,109.94
393,106.86
394,123
395,110.27
396,61.97
397,102.25
398,106.52
399,131.68
400,115.65
401,54.83
402,111.74
403,115.35
404,102.73
405,129.06
406,117.53
407,53.78
408,131
409,133.93
410,113.44
411,129.52
412,109.05
413,104.04
414,117.49
415,120.09
416,109.41
417,106.26
418,100.75
419,105.51
420,41.76
421,110.54
422,133.1
423,105.81
424,105.05
425,121.82
426,104.94
427,94.67
428,50.37
429,103.72
430,101.42
431,117.73
432,116.15
433,123.5
434,120.27
435,93.83
436,109.52
437,106.77
438,103.35
439,53.56
440,103.5
441,107.87
442,103.9
443,109.62
444,106.99
445,57.53
446,57.52
447,56.74
448,125.72
449,107.3
450,126.47
451,98.23
452,117.18
453,127.37
454,107.31
455,114.37
456,109.13
457,112.38
458,100.27
459,57.48
460,103.49
461,126.97
462,109.21
463,134.01
464,107.15
465,107.93
466,109.01
467,112.73
468,131.69
469,108.06
470,48.37
471,122.8
472,109.6
473,113.31
474,111.59
475,97.87
476,107.17
477,117.14
478,48.36
479,109.82
480,55.22
481,49.6
482,131.84
483,114.7
484,103.83
485,109.19
486,112.21
487,108.17
488,35.21
489,51.34
490,106.84
491,104.51
492,96.93
493,101.86
494,101.7
495,108.6
496,54.58
497,60.22
498,130.37
499,127.96
500,112.85
501,56.35
502,108.47
503,123.19
504,131.56
505,103.67
506,100.63
507,129
508,134.76
509,114.65
510,108.4
511,104.64
512,56.62
513,106.94
514,103.64
515,108.15
516,107.9
517,97.75
518,113.56
519,47.34
520,103.06
521,103.99
522,127.73
523,122.09
524,102.79
525,32.86
526,35.38
527,58.91
528,106.57
529,104.6
530,117.94
531,107.28
532,108.52
533,127.89
534,106.94
535,118.27
536,104.53
537,119.9
538,126.14
539,104.03
540,48.97
541,105.74
542,104.74
543,128.03
544,106.48
545,109.07
546,101.48
547,100.38
548,101.14
549,132.74
550,122.78
551,47.3
552,109.74
553,118.77
554,109.76
555,129.21
556,120.68
557,53.79
558,98.14
559,124.64
560,126.25
561,111.66
562,109.87
563,109.79
564,52.15
565,104.81
566,49.16
567,110.86
568,125.43
569,46.09
570,113.27
571,42.67
572,101.53
573,113.84
574,59.45
575,133.49
576,110.54
577,104.98
578,115.51
579,111.86
580,110.27
581,106.58
582,56.95
583,109.82
584,100.51
585,41.35
586,98.71
587,106.73
588,115.86
589,116.34
590,55.43
591,107.56
592,112.42
593,61.42
594,104.19
595,107.76
596,109.1
597,53.73
598,114.29
599,108.31
600,104.95
601,109.54
602,52.87
603,96.33
604,99.7
605,109.81
606,98.46
607,107.02
608,121.97
609,107.05
610,113.83
611,104.29
612,111.26
613,103.29
614,61.3
615,108.75
616,103.39
617,104.29
618,107.31
619,129.04
620,102.55
621,96.32
622,93.26
623,124.91
624,110.69
625,129.12
626,57.94
627,52.07
628,33.59
629,131.1
630,62.05
631,118
632,130.1
633,101.77
634,116.33
635,131.01
636,130.82
637,108.73
638,96.5
639,117.27
640,108.22
641,105.68
642,119.75
643,109.38
644,105.16
645,58.63
646,97.88
647,111.13
648,105.25
649,127.62
650,55.46
651,51.71
652,55.54
653,112.26
654,104.09
655,104.56
656,40.3
657,62.39
658,56.49
659,113.03
660,120.25
661,104.04
662,101.75
663,106.6
664,100.44
665,109.15
666,54.42
667,115.92
668,107.88
669,41.46
670,112.19
671,100.31
672,100.87
673,106.83
674,107.9
675,98.13
676,103.58
677,106.19
678,107.9
679,108.76
680,57.74
681,101.21
682,48.48
683,130.45
684,49.27
685,98.29
686,116.77
687,135.85
688,62.1
689,109.9
690,118.76
691,107.76
692,114.43
693,108.55
694,104.76
695,111.24
696,106.22
697,58.04
698,113.05
699,105.48
700,119.32
701,104.38
702,105.83
703,96.34
704,46.51
705,60.23
706,110.43
707,100.73
708,112.12
709,110.74
710,119.5
711,126.29
712,124.05
713,55.6
714,116.37
715,102.68
716,119.97
717,104.26
718,126.34
719,107.6
720,112.98
721,99.58
722,113
723,60.04
724,113.99
725,98.85
726,55.69
727,62.67
728,113.45
729,105.49
730,104.31
731,107.66
732,109.08
733,118.07
734,109.86
735,119.44
736,114.66
737,107.95
738,131.19
739,106.69
740,109.17
741,131.32
742,48.71
743,51.33
744,97.93
745,60.46
746,104.78
747,103.55
748,134.8
749,52.49
750,58.65
751,110.41
752,112.75
753,108.22
754,108.79
755,125.63
756,47.79
757,61.96
758,103.35
759,112.32
760,54.53
761,107.77
762,41.47
763,103.28
764,118.33
765,104.1
766,128.42
767,62.8
768,49.45
769,105.19
770,118.72
771,106.76
772,103.7
773,127.6
774,102.06
775,125.45
776,122
777,110.98
778,102.93
779,96.75
780,108.5
781,101.89
782,57.82
783,109.93
784,104.04
785,115.8
786,114.16
787,50.47
788,44.34
789,65.57
790,96.93
791,102.94
792,121.4
793,115.37
794,109.29
795,101.48
796,105.11
797,118.4
798,52
799,91.46
800,100.48
801,102.54
802,100.52
803,54.66
804,120.94
805,104.47
806,45.98
807,112.99
808,53.3
809,108.03
810,116.56
811,52.61
812,109.91
813,111.27
814,109.28
815,53.92
816,97.51
817,105.99
818,116.77
819,55.93
820,62.16
821,108.55
822,54.96
823,115.1
824,59.47
825,56.39
826,103.17
827,35
828,110.58
829,60.61
830,134.88
831,110.84
832,99.14
833,100.82
834,123.82
835,130.24
836,112.01
837,44.3
838,135.55
839,100.67
840,108.55
841,37.06
842,134.54
843,55.8
844,103.69
845,114.6
846,55.55
847,119.12
848,106.22
849,114.27
850,63.51
851,107.6
852,112.03
853,127.84
854,35.54
855,106.55
856,109.17
857,132.65
858,102.97
859,131.78
860,46.43
861,112.8
862,135.63
863,118.49
864,63.3
865,103.1
866,52.38
867,131.95
868,52.49
869,109.88
870,116.29
871,104.1
872,105.94
873,114.46
874,98.76
875,114.79
876,109.62
877,122.22
878,98.47
879,99.6
880,101.49
881,53.98
882,101.46
883,110.22
884,99.65
885,132.57
886,122.2
887,108.08
888,108.02
889,106.1
890,112.8
891,60.11
892,112.12
893,102.2
894,65.46
895,56.18
896,103.22
897,119
898,112.64
899,122.44
900,58.47
901,104.97
902,53.87
903,107.23
904,107.28
905,125.79
906,58.96
907,107.34
908,110.04
909,59.23
910,111
911,59.11
912,106.41
913,103.1
914,132.37
915,107.23
916,52.34
917,107.87
918,114.94
919,123.44
920,107.37
921,120.09
922,111.45
923,106.79
924,107.35
925,109.14
926,107.47
927,109.1
928,106.06
929,51.9
930,61.2
931,122.02
932,60.18
933,55.15
934,125.04
935,115.32
936,121.93
937,98.49
938,53.96
939,100.39
940,102.92
941,55.73
942,103.2
943,124.83
944,96.38
945,106.84
946,97.47
947,123.88
948,32.18
949,105.92
950,58.66
951,106.55
952,57.42
953,107.97
954,99.61
955,48.88
956,105.86
957,104.1
958,110.11
959,42.58
960,44.96
961,109.03
962,111.46
963,106.72
