IDX,Revenue
694,95.12
695,112.23
696,104.28
697,96.21
698,114.47
699,77.79
700,95.89
701,100.46
702,73.15
703,93.24
704,107.14
705,83.14
706,79.57
707,72.43
708,94.11
709,98.7
710,100.97
711,94.23
712,90.83
713,82.28
714,87.3
715,94.7
716,111.6
717,114.76
718,69.36
719,33.95
720,98.65
721,82.87
722,102.86
723,98.66
724,114.86
725,110.43
726,109.47
727,88.94
728,88.52
729,70.84
730,94.11
731,92.74
732,98.38
733,105.92
734,70.09
735,108.85
736,90.85
737,84.75
738,91.61
739,90.19
740,109.28
741,92.84
742,113.19
743,89.11
744,93.51
745,91.47
746,89.62
747,91.48
748,78.02
749,50.31
750,90.61
751,103.54
752,92.07
753,96.72
754,95.07
755,107.41
756,79.63
757,81.28
758,99.66
759,101.54
760,113.75
761,112.95
762,111.25
763,48.59
764,74.65
765,86.27
766,73.58
767,84.73
768,102.9
769,53.4
770,93.8
771,101.49
772,98.77
773,88.35
774,93.41
775,91.85
776,93.62
777,97.19
778,74.31
779,82.17
780,86.35
781,115.88
782,100.79
783,90.36
784,72.7
785,87.32
786,97.89
787,86.28
788,93.1
789,75.84
790,93.23
791,76.87
792,110.67
793,92.8
794,71.67
795,92.58
796,91.37
797,108.42
798,27.52
799,49.89
800,113.33
801,84.93
802,100.46
803,27.76
804,86.62
805,77.68
806,41.18
807,88.6
808,102.08
809,84.01
810,86.78
811,88.35
812,46.36
813,71.53
814,107.11
815,41.13
816,81.46
817,79.3
818,76.61
819,91.57
820,48.51
821,85.64
822,91.78
823,95.69
824,46.54
825,72.39
826,92.94
827,39.13
828,73.49
829,92.12
830,94.98
831,112.22
832,95.08
833,79.35
834,92.73
835,78.84
836,76.69
837,90.78
838,96.19
839,85.9
840,38.41
841,93.38
842,36.04
843,51.13
844,50.25
845,70.19
846,87.02
847,98.64
848,50.22
849,93.49
850,94.02
851,84.65
852,88.25
853,79.84
854,77.13
855,45.8
856,96.28
857,84.56
858,37.06
859,91.43
860,93.84
861,77.12
862,103.73
863,91.91
864,91.13
865,107.14
866,100.19
867,85.83
868,91.89
869,94.22
870,96.26
871,49.66
872,90.95
873,81.14
874,79.39
875,91.5
876,113.5
877,24.12
878,91.67
879,71.47
880,91.16
881,18.4
882,45.91
883,92.63
884,80.3
885,52.56
886,88.98
887,87.58
888,82.88
889,90.82
890,91.61
891,71.15
892,85.34
893,113.41
894,79.69
895,106.67
896,90.85
897,72.13
898,74.5
899,92.48
900,96.24
901,106.96
902,93.58
903,74.14
904,40.13
905,82.36
906,91.68
907,97.16
908,114.92
909,107.68
910,87.67
911,89.92
912,107.05
913,92.69
914,83.3
915,88.24
916,72.42
917,114.76
918,94.47
919,86.19
920,90.64
921,107.05
922,109.95
923,95.22
924,114.7
925,80.21
926,95.95
927,107.23
928,92.4
929,90.63
930,99.95
931,85.51
932,92.64
933,92.9
934,95.48
935,98.92
936,95.13
937,93.24
938,88.5
939,85.3
940,78.76
941,80.61
942,92.16
943,100.3
944,91.64
945,90.67
946,106.18
947,72.83
948,79.98
949,92.4
950,93.23
951,54.52
952,73.08
953,101.67
954,93.73
955,82.3
956,92.59
957,100.63
958,109.43
959,92.53
960,91.04
961,93.3
962,92.59
963,70.61
